DATE1,Open,High,Low,Close,Adj Close,Volume,SYMBOL,CLOSE_PRICE,ADJ_CLOSE_PRICE,CLOSE_PRICE_yfin_rounded,CLOSE_PRICE_bhav_rounded,ADJ_CLOSE_yfin_rounded,ADJ_CLOSE_bhav_rounded,close_diff,adj_close_diff
2025-01-01,1253.199951171875,1288.949951171875,1224.5,1276.699951171875,1268.9144287109375,227346,360ONE,1276.7,1268.9144526882815,1276.7,1276.7,1268.91,1268.91,0.0,0.0
2025-01-02,1283.5,1300.0,1269.800048828125,1292.9000244140625,1285.0157470703125,362600,360ONE,1292.9,1285.0156621607887,1292.9,1292.9,1285.02,1285.02,0.0,0.0
2025-01-03,1310.0,1311.3499755859375,1290.1500244140625,1297.1500244140625,1289.2398681640625,312666,360ONE,1297.15,1289.2397448927738,1297.15,1297.15,1289.24,1289.24,0.0,0.0
2025-01-06,1306.0999755859375,1318.0,1246.5,1257.9000244140625,1250.2291259765625,582553,360ONE,1257.9,1250.2290984856186,1257.9,1257.9,1250.23,1250.23,0.0,0.0
2025-01-07,1235.0,1253.3499755859375,1197.0,1217.300048828125,1209.876708984375,1064624,360ONE,1217.3,1209.876684622421,1217.3,1217.3,1209.88,1209.88,0.0,0.0
2025-01-08,1195.0,1214.8499755859375,1151.75,1175.8499755859375,1168.679443359375,507458,360ONE,1175.85,1168.6794542128264,1175.85,1175.85,1168.68,1168.68,0.0,0.0
2025-01-09,1172.699951171875,1172.699951171875,1148.050048828125,1166.550048828125,1159.436279296875,305587,360ONE,1166.55,1159.436167293424,1166.55,1166.55,1159.44,1159.44,0.0,0.0
2025-01-10,1164.8499755859375,1183.449951171875,1112.449951171875,1129.0999755859375,1122.214599609375,291345,360ONE,1129.1,1122.2145441609919,1129.1,1129.1,1122.21,1122.21,0.0,0.0
2025-01-13,1100.199951171875,1142.300048828125,1089.0,1101.949951171875,1095.2301025390625,819110,360ONE,1101.95,1095.2301097672528,1101.95,1101.95,1095.23,1095.23,0.0,0.0
2025-01-14,1106.8499755859375,1137.0,1100.800048828125,1126.5,1119.6304931640625,423370,360ONE,1126.5,1119.6303994308364,1126.5,1126.5,1119.63,1119.63,0.0,0.0
2025-01-15,1134.0,1220.0,1132.0,1193.449951171875,1186.172119140625,3496182,360ONE,1193.45,1186.1721262323408,1193.45,1193.45,1186.17,1186.17,0.0,0.0
2025-01-16,1172.0999755859375,1221.300048828125,1172.0999755859375,1198.949951171875,1191.6385498046875,1097801,360ONE,1198.95,1191.6385862384388,1198.95,1198.95,1191.64,1191.64,0.0,0.0
2025-01-17,1185.6500244140625,1201.449951171875,1169.0,1183.699951171875,1176.4815673828125,368046,360ONE,1183.7,1176.4815834942576,1183.7,1183.7,1176.48,1176.48,0.0,0.0
2025-01-20,1175.199951171875,1233.949951171875,1162.4000244140625,1216.5,1209.08154296875,551761,360ONE,1216.5,1209.0815631669884,1216.5,1216.5,1209.08,1209.08,0.0,0.0
2025-01-21,1230.0,1233.1500244140625,1191.0999755859375,1201.8499755859375,1194.5208740234375,316825,360ONE,1201.85,1194.5209015143814,1201.85,1201.85,1194.52,1194.52,0.0,0.0
2025-01-22,1200.0,1211.5,1113.75,1148.949951171875,1141.9434814453125,408202,360ONE,1148.95,1141.94349527391,1148.95,1148.95,1141.94,1141.94,0.0,0.0
2025-01-23,1130.0,1156.699951171875,1130.0,1141.449951171875,1134.4892578125,376946,360ONE,1141.45,1134.4892316292307,1141.45,1141.45,1134.49,1134.49,0.0,0.0
2025-01-24,1140.6500244140625,1155.0,1101.0,1127.4000244140625,1120.5250244140625,297675,360ONE,1127.4,1120.524911068198,1127.4,1127.4,1120.53,1120.52,0.0,0.009999999999990905
2025-01-27,1120.449951171875,1121.949951171875,1045.449951171875,1076.550048828125,1069.985107421875,714718,360ONE,1076.55,1069.985003557272,1076.55,1076.55,1069.99,1069.99,0.0,0.0
2025-01-28,1059.9000244140625,1059.9000244140625,945.0,1013.0499877929688,1006.8722534179688,2328267,360ONE,1013.05,1006.8722380323203,1013.05,1013.05,1006.87,1006.87,0.0,0.0
2025-01-29,997.7999877929688,1041.0,936.9000244140625,1028.3499755859375,1022.0789184570312,804573,360ONE,1028.35,1022.0789358674662,1028.35,1028.35,1022.08,1022.08,0.0,0.0
2025-01-30,1032.0,1060.0,980.0,1007.1500244140625,1001.00830078125,811463,360ONE,1007.15,1001.0082172985059,1007.15,1007.15,1001.01,1001.01,0.0,0.0
2025-01-31,1001.2000122070312,1053.25,998.5999755859375,1007.75,1001.6046142578125,827595,360ONE,1007.75,1001.6045583900802,1007.75,1007.75,1001.6,1001.6,0.0,0.0
2025-02-03,1023.5499877929688,1050.0,980.0,991.25,985.2052001953125,378144,360ONE,991.25,985.2051783717858,991.25,991.25,985.21,985.21,0.0,0.0
2025-02-04,993.6500244140625,1001.75,968.0,986.3499755859375,980.3350830078125,566369,360ONE,986.35,980.3350594572619,986.35,986.35,980.34,980.34,0.0,0.0
2025-02-05,981.5,1041.8499755859375,981.5,1028.9000244140625,1022.6256103515625,1092624,360ONE,1028.9,1022.6255818680761,1028.9,1028.9,1022.63,1022.63,0.0,0.0
2025-02-06,1032.9000244140625,1032.9000244140625,976.6500244140625,1009.7000122070312,1003.542724609375,2082188,360ONE,1009.7,1003.5426669376969,1009.7,1009.7,1003.54,1003.54,0.0,0.0
2025-02-07,1014.4000244140625,1025.25,1003.0,1018.7000122070312,1012.4878540039062,644115,360ONE,1018.7,1012.4877833113121,1018.7,1018.7,1012.49,1012.49,0.0,0.0
2025-02-10,1019.0,1029.5,985.5,991.8499755859375,985.801513671875,505940,360ONE,991.85,985.8015194633601,991.85,991.85,985.8,985.8,0.0,0.0
2025-02-11,992.3499755859375,1012.4500122070312,969.0499877929688,989.4500122070312,983.4161987304688,283512,360ONE,989.45,983.4161550970628,989.45,989.45,983.42,983.42,0.0,0.0
2025-02-12,982.2999877929688,983.9500122070312,951.0,954.5,948.6793212890625,652357,360ONE,954.5,948.679286512857,954.5,954.5,948.68,948.68,0.0,0.0
2025-02-13,960.0,998.0,945.0999755859375,953.0999755859375,947.287841796875,437231,360ONE,953.1,947.2878239658502,953.1,953.1,947.29,947.29,0.0,0.0
2025-02-14,958.0,967.75,900.0499877929688,904.5999755859375,899.0836181640625,335512,360ONE,904.6,899.0835857302571,904.6,904.6,899.08,899.08,0.0,0.0
2025-02-17,882.0999755859375,904.2999877929688,865.8499755859375,896.4000244140625,890.9336547851562,630021,360ONE,896.4,890.9335908120744,896.4,896.4,890.93,890.93,0.0,0.0
2025-02-18,902.0,912.0,877.1500244140625,884.6500244140625,879.2553100585938,946760,360ONE,884.65,879.2552444354101,884.65,884.65,879.26,879.26,0.0,0.0
2025-02-19,883.5,945.0,870.0,932.7000122070312,927.0122680664062,931472,360ONE,932.7,927.0122268523224,932.7,932.7,927.01,927.01,0.0,0.0
2025-02-20,932.7000122070312,979.0,932.7000122070312,955.25,949.4247436523438,864634,360ONE,955.25,949.424712877325,955.25,955.25,949.42,949.42,0.0,0.0
2025-02-21,959.0,985.0,946.5499877929688,981.25,975.2661743164062,481971,360ONE,981.25,975.26616017888,981.25,981.25,975.27,975.27,0.0,0.0
2025-02-24,980.9500122070312,1050.0,966.4500122070312,1009.4000244140625,1003.2445678710938,3041066,360ONE,1009.4,1003.2444963919097,1009.4,1009.4,1003.24,1003.24,0.0,0.0
2025-02-25,1010.0,1067.25,1010.0,1038.5,1032.1671142578125,1939581,360ONE,1038.5,1032.1670393332656,1038.5,1038.5,1032.17,1032.17,0.0,0.0
2025-02-27,1034.699951171875,1046.4000244140625,1002.2000122070312,1010.1500244140625,1003.989990234375,622537,360ONE,1010.15,1003.9899227563776,1010.15,1010.15,1003.99,1003.99,0.0,0.0
2025-02-28,991.0,1011.9000244140625,977.5499877929688,998.2999877929688,992.2122192382812,2050567,360ONE,998.3,992.2121861977843,998.3,998.3,992.21,992.21,0.0,0.0
2025-03-03,994.4000244140625,1005.0499877929688,971.8499755859375,978.5999755859375,972.63232421875,1493319,360ONE,978.6,972.6323203577599,978.6,978.6,972.63,972.63,0.0,0.0
2025-03-04,970.0,1001.2999877929688,970.0,983.0499877929688,977.05517578125,1119762,360ONE,983.05,977.0551834536029,983.05,983.05,977.06,977.06,0.0,0.0
2025-03-05,982.5999755859375,1003.0499877929688,977.0,983.5,977.50244140625,778300,360ONE,983.5,977.5024392722837,983.5,983.5,977.5,977.5,0.0,0.0
2025-03-06,987.8499755859375,992.2000122070312,961.0,966.25,960.357666015625,349340,360ONE,966.25,960.3576328895213,966.25,966.25,960.36,960.36,0.0,0.0
2025-03-07,965.9500122070312,979.7999877929688,964.5499877929688,972.9000244140625,966.9671630859375,521682,360ONE,972.9,966.9670799878036,972.9,972.9,966.97,966.97,0.0,0.0
2025-03-10,972.0,984.0,890.0,895.4000244140625,889.9397583007812,2325435,360ONE,895.4,889.9396889927838,895.4,895.4,889.94,889.94,0.0,0.0
2025-03-11,889.2999877929688,896.4000244140625,861.4500122070312,865.1500244140625,859.8742065429688,1640437,360ONE,865.15,859.8741589592438,865.15,865.15,859.87,859.87,0.0,0.0
2025-03-12,868.0,870.7999877929688,832.0999755859375,846.3499755859375,841.1887817382812,880718,360ONE,846.35,841.188804756581,846.35,846.35,841.19,841.19,0.0,0.0
2025-03-13,848.75,884.9500122070312,825.0,864.8499755859375,859.5759887695312,1427481,360ONE,864.85,859.5759884134567,864.85,864.85,859.58,859.58,0.0,0.0
2025-03-17,864.8499755859375,870.25,851.0,854.5999755859375,849.3884887695312,476976,360ONE,854.6,849.3884947657283,854.6,854.6,849.39,849.39,0.0,0.0
2025-03-18,854.5999755859375,854.5999755859375,854.5999755859375,854.5999755859375,849.3884887695312,0,360ONE,914.8,909.221384287021,854.6,914.8,849.39,909.22,60.19999999999993,59.83000000000004
2025-03-19,914.7999877929688,943.8499755859375,887.2999877929688,923.7999877929688,918.16650390625,2776070,360ONE,923.8,918.1665006606362,923.8,923.8,918.17,918.17,0.0,0.0
2025-03-20,923.7999877929688,930.0,913.5,926.5999755859375,920.9494018554688,554710,360ONE,926.6,920.9494257546498,926.6,926.6,920.95,920.95,0.0,0.0
2025-03-21,926.5999755859375,982.0,914.2000122070312,942.75,937.0009765625,4892340,360ONE,942.75,937.0009401361926,942.75,942.75,937.0,937.0,0.0,0.0
2025-03-24,950.0,997.5999755859375,942.7999877929688,978.75,972.7814331054688,1536573,360ONE,978.75,972.7814056306535,978.75,978.75,972.78,972.78,0.0,0.0
2025-03-25,978.0499877929688,988.5,966.9000244140625,977.7999877929688,971.8372192382812,757033,360ONE,977.8,971.8371989023274,977.8,977.8,971.84,971.84,0.0,0.0
2025-03-26,972.9500122070312,983.25,941.25,959.6500244140625,953.7979125976562,397546,360ONE,959.65,953.7978808822035,959.65,959.65,953.8,953.8,0.0,0.0
2025-03-27,950.0,987.0,942.0,971.4000244140625,965.4762573242188,1816532,360ONE,971.4,965.4762272588678,971.4,971.4,965.48,965.48,0.0,0.0
2025-03-28,976.7000122070312,983.0,924.9000244140625,942.6500244140625,936.901611328125,969709,360ONE,942.65,936.9015499542636,942.65,942.65,936.9,936.9,0.0,0.0
2025-04-01,949.0,954.75,883.0499877929688,888.1500244140625,882.7339477539062,529235,360ONE,888.15,882.7339008029271,888.15,888.15,882.73,882.73,0.0,0.0
2025-04-02,889.9500122070312,897.5999755859375,872.5499877929688,890.5499877929688,885.1192626953125,310152,360ONE,890.55,885.1192651692245,890.55,890.55,885.12,885.12,0.0,0.0
2025-04-03,890.0,919.9500122070312,886.4000244140625,912.5,906.9354248046875,355479,360ONE,912.5,906.9354101026527,912.5,912.5,906.94,906.94,0.0,0.0
2025-04-04,912.5,931.7999877929688,837.9500122070312,849.3499755859375,844.1705322265625,962981,360ONE,849.35,844.1705102144527,849.35,849.35,844.17,844.17,0.0,0.0
2025-04-07,806.5999755859375,897.9500122070312,790.5,886.5499877929688,881.1436767578125,919861,360ONE,886.55,881.1436578920622,886.55,886.55,881.14,881.14,0.0,0.0
2025-04-08,883.0,889.7999877929688,843.0499877929688,847.7000122070312,842.5306396484375,880189,360ONE,847.7,842.5305722126233,847.7,847.7,842.53,842.53,0.0,0.0
2025-04-09,848.0499877929688,852.75,804.2999877929688,808.5499877929688,803.6193237304688,554023,360ONE,808.55,803.619315987397,808.55,808.55,803.62,803.62,0.0,0.0
2025-04-11,825.9500122070312,880.9000244140625,812.0,870.2000122070312,864.8933715820312,1958890,360ONE,870.2,864.8933631466613,870.2,870.2,864.89,864.89,0.0,0.0
2025-04-15,900.0,950.0,895.0,938.7000122070312,932.9757080078125,2860927,360ONE,938.7,932.9756377680659,938.7,938.7,932.98,932.98,0.0,0.0
2025-04-16,933.9500122070312,958.0,917.2999877929688,943.75,937.994873046875,866333,360ONE,943.75,937.9948419554833,943.75,943.75,937.99,937.99,0.0,0.0
2025-04-17,954.9500122070312,990.5999755859375,950.0499877929688,956.7999877929688,950.9652709960938,2754876,360ONE,956.8,950.9652606972253,956.8,956.8,950.97,950.97,0.0,0.0
2025-04-21,968.0,985.5,948.0,954.25,948.4308471679688,2264748,360ONE,954.25,948.4308110580344,954.25,954.25,948.43,948.43,0.0,0.0
2025-04-22,975.0,1024.0,953.0,1013.9000244140625,1007.7171020507812,3326459,360ONE,1013.9,1007.7170545787174,1013.9,1013.9,1007.72,1007.72,0.0,0.0
2025-04-23,1020.0,1068.9000244140625,1019.9500122070312,1059.75,1053.2874755859375,3333648,360ONE,1059.75,1053.2874529931903,1059.75,1059.75,1053.29,1053.29,0.0,0.0
2025-04-24,1058.0,1068.0,1008.0,1018.25,1012.04052734375,1961884,360ONE,1018.25,1012.0405274926313,1018.25,1018.25,1012.04,1012.04,0.0,0.0
2025-04-25,1024.699951171875,1024.699951171875,965.7999877929688,971.7000122070312,965.7744140625,1165532,360ONE,971.7,965.774397804655,971.7,971.7,965.77,965.77,0.0,0.0
2025-04-28,972.0,997.0,947.0,983.9000244140625,977.9000244140625,937547,360ONE,983.9,977.9,983.9,983.9,977.9,977.9,0.0,0.0
2025-04-29,984.0,996.7000122070312,976.5999755859375,983.0499877929688,983.0499877929688,731964,360ONE,983.05,983.05,983.05,983.05,983.05,983.05,0.0,0.0
2025-04-30,975.0499877929688,1019.9500122070312,975.0499877929688,986.0499877929688,986.0499877929688,2937845,360ONE,986.05,986.05,986.05,986.05,986.05,986.05,0.0,0.0
2025-05-02,985.5499877929688,988.25,943.0999755859375,948.75,948.75,428256,360ONE,946.85,946.85,948.75,946.85,948.75,946.85,1.8999999999999773,1.8999999999999773
2025-05-05,942.2000122070312,948.3499755859375,922.0,937.2999877929688,937.2999877929688,530064,360ONE,937.3,937.3,937.3,937.3,937.3,937.3,0.0,0.0
2025-05-06,940.4000244140625,947.2999877929688,902.1500244140625,906.2999877929688,906.2999877929688,524503,360ONE,906.3,906.3,906.3,906.3,906.3,906.3,0.0,0.0
2025-05-07,902.0,941.8499755859375,890.25,932.1500244140625,932.1500244140625,1357495,360ONE,932.15,932.15,932.15,932.15,932.15,932.15,0.0,0.0
2025-05-08,927.25,942.2999877929688,908.0,913.0499877929688,913.0499877929688,717894,360ONE,913.05,913.05,913.05,913.05,913.05,913.05,0.0,0.0
2025-05-09,882.5999755859375,922.0,882.5999755859375,915.7999877929688,915.7999877929688,853218,360ONE,915.8,915.8,915.8,915.8,915.8,915.8,0.0,0.0
2025-05-12,940.0,990.0,940.0,962.0,962.0,1014955,360ONE,962.0,962.0,962.0,962.0,962.0,962.0,0.0,0.0
2025-05-13,966.0,990.0,961.8499755859375,965.5999755859375,965.5999755859375,552909,360ONE,965.6,965.6,965.6,965.6,965.6,965.6,0.0,0.0
2025-05-14,976.0,990.0,949.75,988.2000122070312,988.2000122070312,697367,360ONE,988.2,988.2,988.2,988.2,988.2,988.2,0.0,0.0
2025-05-15,995.0,1024.0,975.0,1016.5999755859375,1016.5999755859375,1071460,360ONE,1016.6,1016.6,1016.6,1016.6,1016.6,1016.6,0.0,0.0
2025-05-16,1022.4500122070312,1032.449951171875,993.5,1000.5499877929688,1000.5499877929688,560528,360ONE,1000.55,1000.55,1000.55,1000.55,1000.55,1000.55,0.0,0.0
2025-05-19,1010.0,1036.6500244140625,993.5499877929688,1021.25,1021.25,729845,360ONE,1021.25,1021.25,1021.25,1021.25,1021.25,1021.25,0.0,0.0
2025-05-20,1024.25,1030.0,981.0,994.4000244140625,994.4000244140625,602579,360ONE,994.4,994.4,994.4,994.4,994.4,994.4,0.0,0.0
2025-05-21,1014.9000244140625,1018.4500122070312,994.7000122070312,1012.2000122070312,1012.2000122070312,406917,360ONE,1012.2,1012.2,1012.2,1012.2,1012.2,1012.2,0.0,0.0
